sentence_id,idea_id,central,size
12252,6363,"The presence of the phrase 'Do Not Sell' serves as a canonical marker of the opt-out right, irrespective of surrounding explanatory text, because it names the precise action the consumer can forbid.",3
12340,2976,"A sentence within a data-category disclosure that explicitly notes possible overlap with other categories acts as a clarifying caveat, signaling that the enumerated categories are not mutually exclusive.",1
12340,6078,"Such an overlap disclaimer is a feature of disclosures that aim to be precise about scope, acknowledging that real-world personal information may not fit neatly into a single enumerated group.",1
12340,699,"A qualifying statement about potential overlap indicates that the categories are presented for completeness rather than as a strict, disjoint taxonomy, which is appropriate when definitions arise from differing statutes.",1
12340,7362,"When a document lists collected data categories based on multiple legal or business frameworks, a remark about overlap is a transparency measure that preempts consumer confusion about how to classify borderline information.",1
12396,1507,"A sentence that enumerates lawful uses for retaining personal information explains an exception or limitation to a deletion request, thereby describing the boundaries of the right to delete.",3
12396,3272,A statement that lists circumstances under which data may be kept rather than erased belongs within a section describing the right to delete because that section defines both the right and its carve-outs.,1
12396,3302,"The right to delete is typically framed by exceptions that allow retention for protective or legal activities, so sentences stating such exceptions belong to the right's description.",5
12396,5055,"Mentions of exercising free speech, safeguarding others' rights, or fulfilling legal obligations indicate permissible bases for denying a deletion request.",1
12401,1510,"A sentence that enumerates a statutory or regulatory reason for which a data controller may lawfully retain personal data is classified as part of the description of a deletion right, since it defines when the right does not apply.",2
12401,4236,"In a privacy notice, any statement that specifies a condition under which a deletion request can be denied serves to clarify the boundaries of the offered deletion right, making it an inherent component of that right's description.",2
12401,5171,"Phrasing that references a 'legal obligation' signals an exemption based on mandatory record-keeping or compliance duties, which is a standard qualifier included when explaining the scope of a data deletion right.",1
12401,7066,"The use of an infinitive verb followed by a lawful purpose (such as complying with an obligation) indicates that the sentence articulates a permissible exception, which is characteristic of material that describes a data subject's deletion right.",1
12405,1357,"A sentence that describes how to contact the organization to make a verifiable consumer request functions as an actionable step, hence a method.",1
12405,1928,"A sentence that explicitly instructs the user on a specific action, such as using a phone number, to submit a request outlines a method for exercising rights.",2
12405,7692,"When a sentence appears within a list of submission options that directly follow the description of a rights procedure, it denotes a method of exercising that right.",1
12421,3396,"Bullet-point items introduced under a heading or lead-in about non-discrimination are categorized as descriptions of that right when they detail the actions that would violate it, rather than forming a standalone obligation or separate right.",1
12421,432,A label specifying a 'Description of Right to Non-discrimination' is indicated by the presence of both a protected activity (exercising privacy rights) and a prohibition on retaliation or unequal treatment.,3
12421,5587,Sentences that enumerate specific prohibited actions directly following a general non-discrimination statement serve to describe the scope of the right by clarifying what constitutes unlawful treatment.,1
12421,6821,"The presence of negated verbs such as 'deny' in a clause that is structurally dependent on an anti-discrimination guarantee signals that the sentence is an illustrative clarification of the protection, not an independent policy statement.",1
12422,1593,"A sentence that enumerates specific prohibited actions (such as denying goods, charging different prices, or offering different quality) serves to concretely define the scope of a non-discrimination right.",12
12422,2175,A sentence that frames an action as something the entity 'will not' do under a stated legal framework serves to define the negative obligations that constitute the right to non-discrimination.,1
12422,6325,"The inclusion of examples like discounts, benefits, or penalties signals that the sentence is specifying the practical boundaries of the right, which is characteristic of a descriptive clause within a rights-protection policy.",1
12422,7791,"When a sentence details the ways a company will not penalize consumers for exercising their legal rights, it functions as an operational description of the non-discrimination guarantee rather than a mere assertion of the right.",1
12428,1798,A sentence that explicitly announces modifications or alterations to a policy's provisions serves as a direct cue that the policy has been revised and reissued.,2
12428,368,A heading or section title containing the phrase 'Changes to' signals that the document is presenting an updated version of the policy rather than the original.,2
12428,732,"A sentence announcing an update date functions as a notice of policy modification, aligning with document sections that describe how and when the policy is revised.",3
12428,8278,"When a sentence refers to amendments, updates, or revisions in the context of a formal notice, it denotes that the policy belongs to a version control cycle with a new effective state.",1
12429,1296,A sentence that names a specific type of information a consumer can request under a data privacy right is a description of the scope of that right.,8
12429,4842,Listing specific disclosure targets (like third parties) in the context of a 'Right to Know' provision signals that the statement is describing the scope of information about data sharing that the consumer can request.,2
12429,4920,Mentioning data portability and specific pieces of personal information indicates the sentence is detailing the substantive content of the disclosure obligation rather than the procedure for making a request.,1
12429,7442,"When a passage itemizes what will be disclosed, it functions as a definition or description of the right itself, distinguishing it from statements about timing, limitations, or refusal reasons.",1
12454,2098,A sentence that explicitly states a specific effective date signals that the policy has been recently revised and put into force.,2
12454,3844,"Encountering two distinct chronological markers—one for original adoption and one for a subsequent review—conveys a history of modifications, which is a hallmark of an updated policy rather than a newly created one.",1
12454,6252,"The explicit labeling of a recent 'last reviewed' or 'last updated' timestamp alongside a policy name indicates the document underwent a formal change cycle, making the 'updated' classification appropriate.",1
12454,7491,"When a policy text carries both an effective date and a later review date, the gap between them implies intervening revisions were applied, supporting classification as an 'Updated Privacy Policy'.",1
12481,1105,A sentence that appears within a privacy notice and outlines the types of disclosures available to consumers about their personal information is characterizing the right to know what was collected.,3
12481,1125,A sentence that explicitly states a business purpose for which personal information is used supports the disclosure of the categories and purposes required by a consumer's right to know about collected personal information.,5
12481,1398,A sentence that enumerates the types or specific pieces of personal information that will be disclosed to a consumer upon request directly serves to describe the scope of the consumer's right to know what data has been collected.,4
12481,1420,A sentence that details the specific categories of personal information a consumer may request regarding sales constitutes a description of the right to know.,7
12485,1249,"A sentence that connects a denial of a request to legal or contractual necessities frames the right by specifying what lies outside its protections, which is essential to describing it.",1
12485,1299,"A sentence that defines the conditions under which a consumer's right is not absolute, by listing exceptions, serves to describe that right because it sets its boundaries and scope.",1
12485,5092,"Numbered or bulleted enumerations of legitimate grounds for refusing a request are characteristic of a passage summarizing a statutory right, as they clarify permissible limitations.",1
12485,8055,"When a sentence introduces a list of lawful reasons for withholding action, it functions as a description of the underlying right by explaining when the right does not apply.",1
1249,4343,"Including the procedural steps required to complete a rights request, such as identity verification with specific personal data, strongly signals that the text is instructing how to exercise those rights.",1
1249,4861,"Mentioning alternative submission pathways (e.g., a dedicated privacy team email) and the conditions under which a request may be processed or denied indicates the sentence is explaining methods for exercising rights.",1
1249,6169,Text that outlines a step-by-step process for a consumer to invoke a privacy right— from initial submission through verification to possible outcomes—is characteristic of the 'Methods to exercise rights' category.,1
1249,952,"A sentence is labeled as a method for exercising rights when it specifies concrete procedural actions, such as submitting a form or contacting a designated address, that a user must take to invoke a privacy right.",5
12492,7690,"When a statement appears within a list of grounds on which a deletion request may be denied, it functions to delineate the scope of the deletion right rather than to grant an unconditional deletion.",2
12492,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
12492,918,A sentence identifying an internal-use carve-out that is reasonably aligned with consumer expectations belongs with other permissible reasons for retaining data following a deletion request.,1
12492,960,A sentence is labeled 'Description of Right to Delete' when it explicitly states that consumers possess the legal right to request deletion of their personal information.,4
12498,3035,"A statement clarifying that a response to a rights request will also address the rationale for any refusal or limitation serves to delineate the boundaries and conditions of that right, which is characteristic of describing the right.",1
12498,3330,A statement that specifies what additional elements will accompany the substantive answer to a request helps define the full scope of the disclosure obligation associated with the right.,1
12498,5702,"Sentences that outline the content of the reply to a request, including explanatory reasons for denials, function as part of the description of what the right entails and how it operates in practice.",1
12498,7884,"When a sentence explains procedural details about how a company communicates compliance or non-compliance with a consumer privacy request, it contributes to the overall disclosure of the right's exercise.",1
12499,23,A clause addressing data portability is part of describing the right to know when it outlines the practical method for consumers to access the exact personal information collected about them.,1
12499,2811,"A sentence that specifies the operational mechanics for delivering personal information to a consumer is describing the implementation of the right-to-know, since that right includes receiving the requested data.",1
12499,4448,"In privacy policy disclosures, details about the format and portability of data provided in response to a request belong to the description of the right to know, because that right encompasses the ability to obtain specific pieces of personal information.",1
12499,718,A section whose content enumerates permissible queries about collected personal information and promises free responses describes the operational scope of a right-to-know obligation.,2
1250,1975,A sentence that names a specific consumer right and states that a particular law provides that right to a defined group of individuals is a direct description of that right.,2
1250,2643,"A sentence that plainly states an individual's entitlement to modify their own personal data, without adding conditions or caveats, functions purely as a description of the right to correct information.",1
1250,6479,"The phrasing 'you have the right to [specific action]' unambiguously states an entitlement, which is the defining feature of a rights-description statement.",1
1250,7955,"When a sentence first establishes a relevant jurisdictional context and then states the right that follows, its purpose is clearly to describe that right.",1
1251,1636,A sentence that instructs consumers on specific procedures or channels for submitting privacy requests directly explains how to exercise their rights.,4
1251,3515,"Content that enumerates external services or programs (e.g., preference registries, opt-out platforms) for reducing communications provides actionable mechanisms to invoke rights.",1
1251,599,"A passage that names concrete steps, websites, or registration processes for limiting data use or marketing is classifiable as presenting methods to exercise rights.",1
1251,6140,Text that describes the appointment of an authorized agent to act on a consumer's behalf for making data requests constitutes a defined method for exercising those rights.,1
12560,1444,"A sentence that directly states a data subject's entitlement to request erasure of their personal information, while acknowledging legal qualifications, is characteristically labeled as describing the right to deletion.",4
12560,4507,"Introductory headings that name the specific privacy right (e.g., 'Deletion Request Rights') followed by an explanatory sentence are typically used to define the scope of that right in a privacy policy.",1
12560,4585,The presence of the phrase 'you have the right to request' signals a declarative articulation of a statutory consumer privilege rather than a procedural or exceptional detail.,13
12560,7231,"When a clause enumerates the subject (consumer) and object (personal information) of an actionable request, with conditional exceptions, it functions as a high-level definitional statement of the entitlement.",1
12564,2780,"A sentence that specifies a scenario in which an organization may retain personal data despite a deletion request serves to qualify the deletion right, thereby describing its boundaries.",1
12564,50,"A clause stating an activity as grounds for denial clarifies when the right does not apply, which is essential to a complete description of that right.",1
12564,580,"Sentences that provide reasons for refusing a deletion request are part of the description of the right to delete, as they outline the limitations on that right.",10
12564,6067,"Statutory privacy rights typically include enumerated exceptions, so text that lists such exceptions forms an integral part of explaining the right itself.",1
12564,6753,The presence of enumeration markers and legal phrasing indicates that the sentence is listing conditions belonging to the deletion right's exception clause.,1
12568,5778,"Sentences that state when data retention is still allowed despite a deletion request are inherently explanatory of the right to delete, as they delineate situations where the right does not apply.",1
12568,7694,"When a sentence appears within a numbered list of exceptions following a statement that deletion can be denied unless an exception applies, it is structurally part of a description of the right to delete.",1
12568,848,A sentence that enumerates specific statutory exceptions or conditions under which a deletion request may be refused is describing the scope and limitations of the right to delete.,17
12568,96,"A clause that specifies a legitimate purpose (such as public-interest research) for retaining personal information, along with safeguards like informed consent, defines a permissible limitation on the consumer's deletion right.",2
12570,580,"Sentences that provide reasons for refusing a deletion request are part of the description of the right to delete, as they outline the limitations on that right.",10
12570,5905,Statements referencing compliance obligations signal that the right to delete is qualified by other legal duties the business must honor.,1
12570,6117,Such sentences typically enumerate statutory or contractual exceptions that permit retaining personal data despite a consumer's deletion request.,1
12570,6624,The presence of a numbered list of permissible retention reasons indicates the sentence is part of the legal framework defining the scope of the deletion right.,1
12570,7027,The sentence structure—presenting an exception after the right is stated—supports classification as a description of the right's limitations.,1
12576,5186,Presenting a consumer entitlement in the form of the consumer's own authority over a business ('you have the right to direct us to not...') is a hallmark of an explanatory description of that right.,2
12576,56,"A clause that assigns a specific name to an entitlement (e.g., 'right to opt-out') and then states what action the entitled party may take is characteristically a description of that right.",2
12576,5826,"Specifying that the consumer may act 'at any time' conveys the continuous availability of the right, which is a descriptive feature of the right's scope rather than an instruction for exercising it.",1
12576,694,"A provision that sets an eligibility boundary (such as an age threshold) and identifies the precise data practice covered (e.g., the sale of personal information) functions to delimit and thereby describe the right in question.",1
12578,2082,A sentence that explicitly states a consumer's ability to revoke a previously granted consent for data sales directly characterizes the scope of the opt-out right.,1
12578,3067,"A statement explaining that a right can be exercised after an initial opt-in clarifies the conditions and availability of that right, thereby describing it.",1
12578,4638,"Language indicating that an opt-out can be exercised 'at any time' emphasizes the ongoing nature of the right, which is a core element of its description.",3
12578,7446,"When a passage provides both the existence of a right and the method for exercising it, it serves as a description of that right regardless of its placement within a larger policy.",1
12583,1039,"A sentence specifying that participation in an incentive program requires explicit opt-in consent and allows revocation articulates the conditions under which differential treatment is permissible, thereby clarifying the scope of a non-discrimination right.",1
12583,3339,"A statement that ties an incentive program to revocable consent demonstrates that exercising one's privacy rights does not force acceptance of different rates or quality, thus explaining how anti-discrimination protections apply to voluntary programs.",1
12583,3578,"Describing a consumer's ability to grant and later withdraw consent for a financial incentive affirms that differential pricing is only allowed while the consumer actively chooses it, which reinforces the right against discrimination absent such choice.",1
12583,772,"A sentence describes a right to non-discrimination when it explicitly conditions an offer on consumer consent, showing the offer is a voluntary alternative and not a penalty for exercising rights.",1
12583,859,A sentence explaining how a permissible incentive program interacts with the general anti-discrimination rule demonstrates the lawful boundary where differential treatment is allowed without constituting discrimination.,2
12583,989,"Stating that consent can be revoked at any time emphasizes that any differential treatment is contingent on the consumer's ongoing voluntary agreement, which is fundamental to describing how the right against discrimination is preserved.",3
12583,995,A sentence outlining the procedural terms for opting into a benefit clarifies that refusal to participate does not trigger the prohibited discriminatory treatment.,1
12593,1553,"A sentence that enumerates specific business events (such as merger, acquisition, or asset sale) as triggers for the transfer of personal data indicates a category of information sharing or disclosure.",3
12593,294,"When a sentence states a condition under which personal data may be transferred to a third party, it is appropriately labeled as a category of information disclosure.",6
12593,7109,"The use of modal language such as 'may be transferred' signals that the sentence informs users about potential disclosures, which is characteristic of disclosure categories.",1
12593,737,A sentence that enumerates specific circumstances or purposes under which personal data is shared with third parties directly supports labeling it as a category of information shared or disclosed.,9
12617,310,"A disclosure that information may be shared with business partners for promotional purposes indicates that personal information is being transferred to third parties in exchange for commercial benefits, which is a hallmark of a sale under privacy regulations.",4
12617,4753,"Language that frames information sharing as a means to deliver offers or services often indicates that the personal data has commercial value and is being transferred as part of a sale-like arrangement, thus belonging under sold-information disclosures.",1
12617,5444,"Sentences describing the provision of personal data to external entities for marketing or product offerings imply that the data is being made available for monetary or other valuable consideration, aligning with definitions of selling personal information.",2
12617,7553,"When a privacy policy acknowledges that certain data uses may be considered 'sales' or 'sharing' under state privacy laws (often for non-monetary consideration), a subsequent enumeration of concrete data fields is treated as identifying the categories of personal information subject to that sale or sharing.",2
12637,2568,A sentence that opens a section with a heading and an introductory clause stating that the document explains what information is collected about users signals that the text describes the categories of personal data obtained.,1
12637,2765,"A sentence that serves as a topical anchor for a subsequent list of specific data types is appropriately labeled as referring to the categories of personal information collected, even if the list itself appears later.",1
12637,5124,"Phrases such as 'we obtain information about you' and 'information collected' indicate that the sentence is framing the content as an enumeration of the types of personal data gathered, which is characteristic of a categories-of-information label.",1
12637,6411,"The label for categories of personal information applies when the sentence explicitly announces that the following discussion will present the means and kinds of data acquisition, thereby classifying the information at issue.",1
12673,1049,"A sentence stating the existence and scope of an opt-out right, without instructions or consequences, is categorized as a description of that right.",4
12673,224,"A description of a right includes the scope of the right, such as what information it covers and from whom it can be requested.",4
12673,3228,A statement that frames the opt-out as a measure preventing future disclosure or use of personal information is a direct explanation of the opt-out right's purpose and coverage.,1
12673,7235,"When a clause links the act of opting out to a specific data-handling consequence (e.g., not sharing or making data available), it serves to educate the user about what the right protects, thus functioning as a description of the right.",1
12684,1847,A sentence that explicitly employs the verbs 'correct' or 'rectify' with reference to personal data characteristically describes the data subject's right to have inaccurate information amended.,10
12684,2493,A statement that explicitly names an action the data subject can request concerning their own personal data typically functions as a description of a data subject right.,2
12684,4988,"Phrasing such as 'personal information we have about you' ties the statement to the data controller's holdings, making it a right exercised against the controller within a privacy framework.",2
12684,5490,Sentences that appear within a list of user entitlements are characteristically treated as descriptions of individual rights rather than general obligations or statements of policy.,1
12689,1438,A sentence that directly instructs or invites the user to perform an action like calling for a purpose qualifies as a method to exercise rights.,1
12689,1569,"A sentence that enumerates specific contact channels (such as postal address, web form, or phone number) for users to pursue data-related requests is classified under methods to exercise rights.",8
12689,4322,Including explicit contact details within a request-related context signals that the sentence describes a procedural way to exercise rights.,1
12689,5729,"When a sentence presents an alternative option to previously stated request mechanisms, it contributes to the set of methods for exercising rights.",2
12690,1978,A sentence that explicitly names a legal right in a declarative heading-style form is labeled as a description of that right.,3
12690,6556,"The presence of a direct statement identifying a right, without elaborating on steps or exceptions, is characteristic of a description of the right itself.",1
12690,727,A sentence acting as a section header that mirrors the label wording is treated as a concise description of the right it names.,1
12690,8394,"When a sentence uses the phrase 'Right to' followed by a specific action (e.g., opt out of sale of personal information), it signals that the sentence defines or describes that right rather than providing procedural instructions.",1
12697,2580,A sentence that outlines how parties will be informed about alterations to the document belongs in a section devoted to policy revision and change management.,1
12697,3506,Content that conditions future obligations or actions on changes to the agreement itself is characteristic of a clause governing policy amendments.,1
12697,5328,"References to legal duties triggered by substantive, or materially significant, amendments signal that the sentence is part of the document's change-notification provisions.",1
12697,5907,Statements that explain the notification mechanism rather than altering the substantive terms of the policy belong to a section dedicated to procedural updates.,2
12732,1980,"A sentence that explicitly names an action a data subject can take regarding their own data, such as correcting it, directly corresponds to a recognized data subject right.",2
12732,6403,"The label 'Description of Right to Correct Information' is assigned when the sentence's core content is the action of correcting personal data, regardless of grammatical completeness or trailing conjunctions like 'and'.",1
12732,6955,"The presence of the verb 'correct' directly maps to the right to rectification, which is a standard data protection right, so the label reflects that semantic correspondence.",1
12732,8085,"When a sentence is phrased as an imperative or directive ('Correct...') and refers to 'personal information we have about you,' it functions as an enumeration of a specific right rather than a general policy statement.",1
12733,102,"When a non-discrimination clause is tied to 'exercising these rights', it clarifies that the protection is specifically about preventing adverse treatment resulting from the lawful use of other established rights.",3
12733,1809,A sentence that explicitly states a right to be free from discrimination when exercising other rights is classified as a description of that right.,11
12733,2003,"A sentence that explicitly names a right followed by a prohibition, such as 'the right to not be discriminated against,' directly signals that the stated label is about the content of that protective guarantee.",3
12733,4808,"Legal disclosures often group consumer protections with an anti-retaliation clause, making such a sentence a distinct enumerated right.",1
12733,7357,"When a document item directly states a protection, the label should be a verbatim or paraphrased restatement of that protection's category.",1
12751,3002,"A short, terse sentence that labels a category of user-initiated actions about personal data signals 'how' a user can proceed and is therefore treated as procedural guidance rather than as a definition of the underlying right.",1
12751,390,A heading that introduces a section of procedural instructions for user data requests is categorized as a method for exercising rights when it serves to organize or point to the actionable channels described in its vicinity.,1
12751,4239,"In a privacy notice, a sentence whose function is to route the reader to contact or submission channels for handling their information requests contributes to the set of available methods, even when the sentence itself contains no explicit steps.",1
12751,617,"A phrase that refers to the act of making requests about one's own information, in the context of enumerated opt-out and contact procedures, functions as a pointer to the ways a user may pursue those requests, meriting a methods label.",1
12751,8564,"When a text element separates or introduces one type of user request among several listed instructions, that element inherits the same procedural role—presenting the means to act on one's rights—as the instructions it accompanies.",1
12759,1929,"A sentence that explicitly instructs the user on how to exercise a specified data privacy right, such as opting out, warrants the label 'Methods to exercise rights'.",2
12759,3480,Conditional phrasing that begins with an invitation to act and then explains the procedure signals that the sentence is describing a mechanism for exercising a right.,1
12759,5255,Providing a direct reference or pointer to a dedicated page or resource for completing an action indicates that the sentence offers a concrete method rather than merely stating a right.,1
12895,1633,A sentence that enumerates the origins or channels through which a business obtained a consumer's personal information is a hallmark of a disclosure about the right to know what data was collected.,1
12895,2138,A sentence that explicitly states the purpose of describing what personal information is collected and from what sources directly serves the consumer's right to know about data collection practices.,2
12895,7674,"When a sentence appears in a list alongside categories of personal information, purposes for collection, and categories of third-party sharing, it functions as one component of a broader right-to-know notice.",1
12895,893,A sentence framed as a category of information the consumer can request or be told about serves to describe the scope of the consumer's access rights over collected personal data.,1
12901,262,"A description of the right to know commonly separates sales from business-purpose disclosures, so a sentence that covers one of those components while specifying the information to be revealed is part of that right's explanation.",2
12901,303,A sentence that explicitly addresses disclosures made for a business purpose and requires identifying the categories of personal information obtained by each category of recipient is describing the consumer's right to know about non-sale disclosures.,5
12901,3855,"Even a sentence that lists recipient categories without enumerating specific data types contributes to a right-to-know disclosure, as it clarifies the downstream flow of personal information, thereby describing the scope of the sale or sharing practice the consumer is entitled to learn about.",3
12901,7967,"When a sentence forms part of a list that fulfills a legal duty to inform consumers about how their personal information is transferred beyond sales, it contributes to the description of the right to know.",1
12903,1047,"A sentence stating that deletion will occur 'unless an exception applies' characterizes the right as subject to defined limitations, a hallmark of a description of the right rather than its assertion or denial.",2
12903,1741,A sentence that explains the operational consequences of a previously stated right—turning the right into a concrete obligation upon verification—functions as part of the right's description.,1
12903,771,A sentence that elaborates on the obligations a business must fulfill after receiving a valid consumer request is part of describing the right to delete.,3
12903,843,"A sentence emphasizes the action of deletion by outlining the timing and scope of the removal, including directing service providers to delete data, which directly elaborates on the right's implementation.",1
12919,1387,"A sentence that prescribes the specific format, required content, or procedural steps for submitting a privacy-related request is classified as describing a method to exercise rights.",7
12919,4768,Language that imposes restrictions on who can act when making a consumer request contributes to explaining the steps or mechanisms by which the rights are exercised.,1
12919,5285,Provisions clarifying authorization and representation in the context of a verifiable request are part of the instructions for executing access and deletion rights.,1
12919,770,"A sentence defining which parties (e.g., the data subject or an authorized representative) may lawfully submit a rights request describes the operational process of exercising rights.",1
12926,2715,A sentence that reassures consumers about the handling of personal information for a particular demographic is a component of the overall disclosure of the opt-out right.,1
12926,3121,"A statement that affirms the organization refrains from selling data of a specified class of individuals (e.g., minors) is a functional description of the opt-out right because it tells those consumers that the right is not exercised since the practice already does not occur.",2
12926,3136,A statement that clarifies the scope of a right by identifying an exception or limitation for a specific category of individuals serves as a description of that right.,1
12926,3914,"Explaining when a company will not engage in a practice subject to an opt-out right, due to the characteristics of the affected group, is a form of disclosing how that right is implemented.",1
12929,1216,"When a sentence ties the prohibition of discrimination to the act of exercising other specified rights, it constitutes a description of the non-discrimination right in that context.",6
12929,167,"A declarative clause following a short heading that names the topic often functions to announce and explain the right, a structural cue that the sentence is describing that right.",1
12929,6041,Stating a protective commitment against adverse treatment based on rights exercise indicates that the sentence is informing users of a right they hold rather than merely stating an organizational policy.,1
12929,8550,"When a statement ties the non-discrimination guarantee to a specific statutory framework, it signals that the right being described is granted under that legal authority.",1
12931,1307,A sentence that defines when differential pricing or quality is legally permissible under a consumer-rights statute functions as an explanation of the non-discrimination guarantee that the statute provides.,1
12931,1487,"A sentence that elaborates on the permitted exceptions to a non-discrimination right, by specifying the compliance conditions for such exceptions, directly describes the scope of that right.",1
12931,4695,"Language specifying that a financial incentive must be reasonably tied to data value and accompanied by written terms clarifies the substantive limits of the right, making it a direct description of that right rather than a separate policy commitment.",1
12931,7567,"When a privacy policy establishes a general prohibition on differential treatment and then outlines lawful carve-outs, any statement detailing the requirements for those carve-outs is itself part of the disclosure of the non-discrimination right.",1
12944,1537,"A sentence that enumerates distinct recipient types or transaction scenarios (e.g., legal authorities, corporate transfers, affiliates) for which data may be revealed is classified under categories of sharing or disclosure because it specifies the situations and parties to whom information is released.",2
12944,1559,"A sentence that explicitly lists distinct types of recipients (such as service providers, affiliates, and business partners) and states that personal information may be shared with them is classifying the categories of information disclosure.",7
12944,7052,The use of a declarative framing like 'we may share your personal information in the following situations' followed by an enumerated breakdown functions as a categorical disclosure of third parties who receive the personal data.,1
12944,7228,"When a clause both names the parties receiving the data and explains the context of the transfer, it is providing the categories of personal information shared, rather than merely outlining retention or collection practices.",1
13045,2003,"A sentence that explicitly names a right followed by a prohibition, such as 'the right to not be discriminated against,' directly signals that the stated label is about the content of that protective guarantee.",3
13045,51,"A clause structured as a right granted to an individual (e.g., 'the right to...') with a negated action ('not be discriminated against') is characteristic of statements that describe a non-discrimination entitlement in a policy or legal document.",1
13045,6490,"The presence of a causal or conditional link—such as protection 'for exercising' a recognized right—indicates that the sentence defines an anti-retaliation or anti-discrimination safeguard, matching a label about that specific right.",1
13045,8131,"When a sentence mentions exercising specific legal rights (for example, referencing a named privacy statute), the subject matter is the protection of an individual's lawful actions under that law, which warrants a label describing the non-discrimination right.",1
13046,2002,"A sentence that explicitly names a specific right using the phrase 'Right to ...' directly identifies that right, making it a description of that right.",4
13046,247,"A description of a right typically employs the infinitive verb form (e.g., 'to correct') to articulate the permitted action, making the sentence an explanatory statement of entitlement.",3
13046,7148,The use of the definite article 'the' and the structure 'The right to [action] [object]' signals a formal definitional statement.,1
13046,7831,"When a sentence enumerates a right without additional context or justification, it functions as a descriptive label for that right.",2
13049,239,A description of a right to limit the use of personal information often specifies the statutory exceptions or permitted purposes that narrow or remove the consumer's ability to exercise that right.,5
13049,5221,Privacy policies often include clauses that acknowledge that the exercise of individual rights is not absolute and must be balanced against the rights of other parties.,1
13049,657,"A privacy right, such as the right to request correction of personal information, may be subject to limitations imposed by other legal rights and interests.",1
13049,8597,"When describing limitations on privacy rights, it is common to reference broader legal protections, such as freedom of speech, that can override or restrict the exercise of those rights.",1
13059,300,Any statement that names recipients of personal data and the conditions under which their own privacy policies apply constitutes a disclosure of personal information categories.,9
13059,4256,"In a privacy policy, a sentence addressing whether automatically collected data falls under personal information is a direct articulation of the categories of personal information collected.",1
13059,5964,"Statements that explain inclusion or exclusion conditions for data types help delineate which items belong to the collected categories, justifying the label.",1
13059,974,"When a sentence indicates that technical identifiers like IP addresses are considered personal information only if linked to a user's unique identifiers, it is specifying the boundaries of the personal information categories.",2
13061,1370,A sentence that describes the capture of voice or audio content from interactions is classified as identifying a category of personal information because audio recordings constitute a recognized data type.,1
13061,3706,"When a disclosure explains how communications are monitored or stored, it signals that the organization is collecting information that falls within a defined personal data category.",3
13061,3805,Disclosures about recording phone calls for operational purposes are categorized as listing the types of personal information gathered because the content of calls may contain identifiers or other sensitive attributes.,1
13061,6031,Statements that specify the method and purpose of collecting conversational data indicate the presence of a distinct personal information category such as audio or electronic information.,1
13084,1825,A sentence that explicitly excludes a type of information from the definition of personal information clarifies the boundaries of the categories of personal information that are shared or disclosed.,3
13084,3062,A statement distinguishing business information from personal information serves to delineate the categories of personal information that are subject to sharing and disclosure.,2
13084,3409,"Clarifying exclusions in a privacy policy helps readers understand the precise categories of personal information that are shared or disclosed, making such statements part of the disclosure of categories.",1
13084,5531,Sentences that define what does not constitute personal information are integral to understanding which categories of personal information are actually shared or disclosed.,1
13084,7593,"When a privacy policy states that certain information is not considered personal, it directly addresses the scope of the categories of personal information covered by the disclosure practices.",1
13197,1462,A sentence that directs users to existing deletion procedures for additional data types describes the scope and mechanism of the data deletion right.,2
13197,2695,A sentence that provides conditional instructions for requesting deletion of personal data beyond the primary action elaborates on the extent of the user's deletion right.,1
13197,2741,A sentence that references prior instructions and extends their application to other personal information clarifies the procedural path for exercising the deletion right.,1
13207,3454,The label 'Updated Privacy Policy' is appropriate for a sentence that serves as a temporal marker distinguishing the current version from prior ones; such markers are typically bare dates with no additional contextual prose.,4
13207,3840,Documents that describe modifications to a privacy notice and state that the new terms will be enforced going forward rely on effective date sentences to signal that a fresh version has been issued.,1
13207,473,"A sentence that specifies an explicit effective date is commonly used to signal that a policy has been updated, as the date marks the start of the new terms.",15
13207,474,"In privacy policy documents, an effective date near the beginning of a section about modifications is a conventional cue for identifying the updated policy.",6
13241,2011,"A sentence that explicitly names a specific privacy right, such as the right to deletion, and is phrased as a heading or title is generally labeled as a description of that right because it directly identifies the subject matter.",2
