sentence_id,doc_key,sentence,label
18046,DB_118,We will not discriminate against you if you exercise your privacy rights.,Description of Right to Non-discrimination on exercising rights
18048,DB_118,"Upon receiving an opt-out request, we will act upon the request as soon as feasibly possible, but no later than fifteen (15) days from the date of the request submission.",Description of Right to Opt-out of sale of PI
18071,DB_118,Your rights with respect to your personal data\n\nRight to request deletion of the data — Request to delete\n\nYou can ask for the deletion of your personal information.,Description of Right to Delete
18075,DB_118,"""The updated version will be indicated by an updated """"Revised"""" date and the updated version will be effective as soon as it is accessible.""",Updated Privacy Policy
18088,DB_118,"HOW CAN YOU CONTACT US ABOUT THIS NOTICE?\n\nIf you have questions or comments about this notice, you may email us at privacy@keyopinionleaders.com or by post to:\n\nKey Opinion Leaders, LLC\n351 Paseo Nuevo 2nd Floor\n#1007\nSanta Barbara , CA 93101\nUnited States",Methods to exercise rights
18133,DB_119,Right to Opt-Out of Sale\n\nThe CCPA provides California residents with the right to opt-out of the sale of their personal information.,Description of Right to Opt-out of sale of PI
18135,DB_119,Right to Nondiscrimination\n\nThe CCPA provides California residents with the right not to receive discriminatory treatment for the exercise of their privacy rights conferred by the CCPA.,Description of Right to Non-discrimination on exercising rights
18138,DB_119,"If you wish to contact us regarding this California Privacy Notice, you may do so through the following methods:\n\nBy email at privacy@roq.ad\nBy calling us at +49 172 589 7954\n",Methods to exercise rights
18146,DB_119,The personal data collected as part of a registration for the newsletter will only be used to send our newsletter.,Categories of Personal Information Collected
18183,DB_119,"If you are a California resident, the California Consumer Privacy Act (“CCPA”) provides you with certain rights regarding your personal information, including the right to know about personal information collected, disclosed, or sold; the right to request that we delete personal information that we have collected from you; the right to opt-out of the sale of your personal information; and the right not to be discriminated against for exercising your rights.",Description of Right to Know PI Collected
18268,DB_120,We sell personal data as described in this privacy notice and those to whom we sell data may further sell data to others.,Categories of Personal Information Sold
18308,DB_120,"To learn how to opt-out of our sale, license, or use of your personal data by Advertising Solutions to support interest-based advertising, visit Mobile Advertising ID Opt-Out.",Description of Right to Opt-out of sale of PI
18317,DB_120,"We are also required to disclose that in the preceding 12 months, to facilitate certain advertising activities commonly deployed by online and technology companies, we sold the following categories of personal data to customers and business partners: device identifiers, Internet and electronic network activity, geolocation data, and inferences.",Categories of Personal Information Sold
18347,DB_121,You have the right to ask us to delete the personal data about you we have collected.,Description of Right to Delete
18363,DB_121,Sharing of personal data for targeted advertising\nWe do not allow others to collect your personal data for targeted advertising based on your activity on our websites and other sites (a concept sometimes known as “sharing”).\n\n,Categories of Personal Information Shared / Disclosed
18367,DB_121,"If you exercise your privacy rights under California law, we will not do any of the following in retaliation:\n\nDeny you goods or services.\nCharge you different prices or rates for goods or services, including through the use of discounts or other benefits, or imposing penalties.\nProvide you a different level or quality of goods or services.\nSuggest that you may receive a different price or rate for goods or services or a different level or quality of goods or services.\n",Description of Right to Non-discrimination on exercising rights
18381,DB_122,"Credit: publicly available websites and other Customers.\nBusiness Payment Network (BPN): first and last name, email address, company address, Tax ID (which can be a Social Security Number), account name and name of account owner(s), and Merchant ID.",Categories of Personal Information Collected
18462,DB_122,What Categories of Personal Data May We Sell to Third Parties?\nWe don’t sell any Personal Data processed in the context of the use of the BBD to third parties as defined in the CCPA.,Categories of Personal Information Sold
18467,DB_122,"If you do not want us to use cookies for marketing purposes as described in our Cookie Policy, please change your cookie settings in our cookie banner.\n\nFurther, we take technical measures to restrict how our partners use the data of persons in California.",Categories of Personal Information Sold
18469,DB_122,This is called the “right to be informed”.,Description of Right to Know PI Collected
18473,DB_122,"Right to Delete Your Personal Data\nThis is called the right to erasure, right to deletion or the “right to be forgotten”.",Description of Right to Delete
18477,DB_122,This is your right to tell us to stop using your Personal Data.,Description of Right to Opt-out of sale of PI
18480,DB_122,Right Not to be Discriminated Against for Exercising your Privacy Rights \nWe will not discriminate against you for exercising any of your privacy rights.,Description of Right to Non-discrimination on exercising rights
18483,DB_122,This is called the “right to opt out”.,Description of Right to Opt-out of sale of PI
18486,DB_122,"Changes and Updates to the Privacy Policy\nThis Privacy Policy may be updated and revised from time to time, and we will post the current version of this Privacy Policy on our webpage.",Updated Privacy Policy
18488,DB_122,"We may contact you through email regarding material, retroactive changes to our Privacy Policy or practices, but you should check the Site periodically to review any changes.",Updated Privacy Policy
18500,DB_122,"Regarding Google Analytics: For an overview of the privacy of your Google Analytics cookies, please visit: https://support.google.com/analytics/answer/6004245.⏎You may install a Google Analytics opt-out browser add-on by going here: https://tools.google.com/dlpage/gaoptout?hl=en-GB.",Categories of Personal Information Collected
18536,DB_122,Marketing: to contact customers or prospects in order to market our Products.,Categories of Personal Information Shared / Disclosed
18542,DB_122,Billtrust Business Directory: to allow our customers to identify opportunities within their customer base to convert print invoices to electronic invoices and payments from paper checks to online payments,Categories of Personal Information Sold
18562,DB_122,"Personal Data from Credit\nWhat Categories of Personal Data from Credit Does Billtrust Share with Service Providers?\nIdentifiers, special categories of Personal Data, commercial information, inferences drawn from other Personal Data; and other Personal Data included in the content that you create or share, including any communications with Credit or other users, and other information related to your work or organization.\n\nWhat Types of Service Providers May Receive These Categories of Personal Data?\nCredit-reporting companies, payment gateways, and who provide fax and printing services; hosting services; cloud data storage services and SaaS-based integration platforms; cloud-computing software; co-location and infrastructure services; electronic signature software; anti-money laundering solutions; payment infrastructure platforms; ACH wire transaction facilitators; business intelligence software; big data analytics platform; event logging platforms; security solutions; and interactive voice response systems.\n\nWhat Categories of Personal Data May We Sell to Third Parties?\nIn order to facilitate intelligent decision making by the customers of our Credit product, we may share information entered by our customers with credit agencies and other third parties, and receive information from them in turn.",Categories of Personal Information Sold
18563,DB_122,"Personal Data Shared in the Context of the Use of the BPN\nWhat Categories of Personal Data Does Billtrust Share with Service Providers?\nIdentifiers, special categories of Personal Data, commercial information, inferences drawn from other Personal Data.\n\nWhat Types of Service Providers May Receive These Categories of Personal Data?\nPayment gateways, and service providers who provide fax and printing services; hosting services; cloud data storage services and SaaS-based integration platforms; co-location and infrastructure services; payment infrastructure platforms; ACH wire transaction facilitators; business intelligence software; big data analytics platform; and event logging platforms.\n\nWhat Categories of Personal Data May We Sell to Third Parties?\nWe don’t sell any Personal Data processed in the context of the use of the BPN.",Categories of Personal Information Sold
18564,DB_122,What Categories of Personal Data May We Sell to Third Parties?\nWe don’t sell any Personal Data processed in the context of the use of the BBD to third parties as defined in the CCPA,Categories of Personal Information Sold
18576,DB_122,ight Not to be Discriminated Against for Exercising your Privacy Rights \nWe will not discriminate against you for exercising any of your privacy rights.,Description of Right to Non-discrimination on exercising rights
18606,DB_123,"Last updated January 1, 2022",Updated Privacy Policy
18692,DB_123,Right to request deletion of the data – Request to delete\n\nYou can ask for the deletion of your personal information.,Description of Right to Delete
18700,DB_123,"DO WE MAKE UPDATES TO THIS NOTICE?\nIn Short: Yes, we will update this notice as necessary to stay compliant with relevant laws.\n\nWe may update this privacy notice from time to time.",Updated Privacy Policy
18701,DB_123,The updated version will be indicated by an updated “Revised” date and the updated version will be effective as soon as it is accessible.,Updated Privacy Policy
18711,DB_123,Legitimate Interests: We may process your data when it is reasonably necessary to achieve our legitimate business interests.,Categories of Personal Information Sold
18764,DB_124,Responding to any such survey is entirely voluntary.,Categories of Personal Information Collected
18812,DB_124,We may change this Privacy Policy at any time.,Updated Privacy Policy
18844,DB_124,"How to Exercise Your California CCPA Rights\n\nYou can exercise your CCPA rights by submitting your request(s) to us using the online form located at https://www.mrginc.com/opt-out/ or by emailing us at info@mrginc.com.\n\nIf you want to exercise more than one of your CCPA rights, please submit a separate request for each CCPA right.",Methods to exercise rights
18883,DB_125,Changes to this Privacy Policy.\nWe reserve the right to revise and reissue this Privacy Policy at any time.,Updated Privacy Policy
18900,DB_125,Right to Non-Discrimination.\nYou have the right not to receive discriminatory treatment by us for the exercise of any your rights.,Description of Right to Non-discrimination on exercising rights
18924,DB_125,"Right to Opt Out.\nTo the extent PeekYou sells your personal information as the term “sell” is defined under the CCPA, you have the right to opt out of the sale of your personal information at any time",Description of Right to Opt-out of sale of PI
18940,DB_126,"You can instruct Your browser, by changing its options, to stop accepting cookies or to prompt You before accepting a cookie from the websites You visit.",Categories of Personal Information Collected
19064,DB_127,You have the right to not be discriminated against for exercising any of your CCPA rights.,Description of Right to Non-discrimination on exercising rights
19078,DB_127,"If you are a California resident, the California Consumer Privacy Act, (“CCPA”) provides you with specific rights regarding your personal information, including:",Description of Right to Know PI sold / shared
19147,DB_128,The right to delete Personal Data.,Description of Right to Delete
19179,DB_128,You have the right to be notified which categories of Personal Data are being collected and the purposes for which the Personal Data is being used.,Description of Right to Know PI Collected
19193,DB_128,"You may also contact Us to request access to, correct, or delete any personal information that You have provided to Us.\n\nPlease note, however, that We may need to retain certain information when we have a legal obligation or lawful basis to do so.",Description of Right to Delete
19265,DB_129,"Dun & Bradstreet shares information with third party service providers, such as credit card processors, auditors, attorneys, consultants, live help/chat providers and contractors, in order to support Dun & Bradstreet's Internet websites and business operations.",Categories of Personal Information Shared / Disclosed
19266,DB_129,Dun & Bradstreet contractually requires that these recipients only use the information for the intended purpose of the disclosure and that they destroy or return the information when it is no longer needed.,Categories of Personal Information Shared / Disclosed
19302,DB_129,The use of third-party cookies and other tracking technologies is not covered by our privacy policy.,Categories of Personal Information Shared / Disclosed
19415,DB_129,"We may deny your deletion request if retaining the information is necessary for us or our service providers to:\n\nComplete the transaction for which we collected the personal information, provide a good or service that you requested, take actions reasonably anticipated within the context of our ongoing business relationship with you, or otherwise perform our contract with you.\nDetect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity, or prosecute those responsible for such activities.\nDebug products to identify and repair errors that impair existing intended functionality.\nExercise free speech, ensure the right of another consumer to exercise their free speech rights, or exercise another right provided for by law.\nComply with the California Electronic Communications Privacy Act (Cal.",Description of Right to Delete
19515,DB_129,The business or commercial purpose for selling personal information. ||| 1: Our Purpose for selling personal information is to continually improve our AI platform and enable companies to engage their buyers with 1-to-1 omni-channel experience and make B2B marketing as personalized as B2C marketing.,Categories of Personal Information Sold
19518,DB_129,"This Privacy Notice was previously updated July 1, 2020.",Updated Privacy Policy
19522,DB_130,The right to limit the use of your “sensitive” personal information;,Description of Right to Limit use of PI
19530,DB_130,The right to correct or amend my personal information\nYou may have the right to correct or rectify inaccurate or incomplete personal information that we have on file about you.,Description of Right to Correct Information
19532,DB_130,"The right to limit the use of my “sensitive” personal information\nYou may have the right to limit our use of your “sensitive” personal information. “Sensitive” personal information may include information revealing your racial or ethnic origin, religious or philosophical beliefs, political opinions, or union membership; genetic data; biometric data for the purpose of uniquely identifying you; information concerning your health, sex life, or sexual orientation; information revealing your precise geolocation; and information revealing certain sensitive identification numbers (e.g., social security number, passport number) or financial information (e.g., bank account number in combination with a password).",Description of Right to Limit use of PI
19535,DB_130,"Depending on the jurisdiction, a “sale” might encompass our business selling, renting, releasing, disclosing, disseminating, making available, transferring, or otherwise communicating orally, in writing, or by electronic or other means, your personal information to a third party for monetary or other valuable consideration.",Description of Right to Opt-out of sale of PI
19559,DB_130,"Depending on your jurisdiction, you may have certain rights in relation to the processing of your personal data or personal information.",Description of Right to Know PI Collected
19568,DB_130,"They do not store directly personal information, but are based on uniquely identifying your browser and internet device",Categories of Personal Information Sold
19606,DB_131,"Right to Correct – If you find your information is inaccurate, you may have it corrected.",Description of Right to Correct Information
19610,DB_131,Right to Delete — You have the right to request the deletion of your personal data collected or maintained by us subject to certain exceptions permitted by law.,Description of Right to Delete
19613,DB_131,We do not use the fact that you have exercised or requested to exercise any CCPA rights for any purpose other than facilitating a response to your request.,Description of Right to Non-discrimination on exercising rights
19692,DB_132,We may collect your Personal Information or data from third parties if you give permission to those third parties to share your information with us.,Categories of Personal Information Collected
19721,DB_132,"The Right to Correction\nThe right to correct inaccuracies in your Personal Information, taking into account the nature of the Personal Information and the purposes of the processing of the Personal Information.",Description of Right to Correct Information
19724,DB_132,The Right to Control Over Sensitive Information\nThe right to exercise control over the use and disclosure of certain sensitive information.,Description of Right to Limit use of PI
19725,DB_132,"The Right to Non-Discrimination\nThe right not to receive retaliatory or discriminatory treatment for exercising any of the rights described above.However, please note that if the exercise of the rights described above limits our ability to process Personal Information (such as in the case of a deletion request), we may no longer be able to provide you our products or services or engage with you in the same manner.In addition, the exercise of the rights described above may result in a different price, rate, or quality level of product or service where that difference is reasonably related to the impact the right has on our relationship or is otherwise permitted by law.",Description of Right to Non-discrimination on exercising rights
19755,DB_132,"In addition, if you want to reject cookies across all your browsers and devices, you will need to do so on each browser on each device you actively use.",Methods to exercise rights
19805,DB_132,"When you interact with our Site through various social media, such as when you click on the social media icon on the Site, follow us on a social media Site, or post a comment to one of our pages, we may receive information from the social network such as your profile information, profile picture, gender, username, user ID associated with your social media account, age range, language, country, and any other information you permit the social network to share with third partie",Categories of Personal Information Sold
19828,DB_132,We may also sell Identifiers and Commercial Information to our Enterprise Customers and our Business Partners.,Categories of Personal Information Sold
19940,DB_133,"At all times, you are bound by the then-current version of the Privacy Policy and all applicable laws.",Updated Privacy Policy
19941,DB_133,We highly recommend that you review this Privacy Policy from time to time.,Updated Privacy Policy
19954,DB_133,The California Privacy Act entitles California residents to direct that a business that sells or shares Personal Information about the Consumer to third parties not to sell and/or share the Consumer’s Personal Information.,Description of Right to Opt-out of sale of PI
19955,DB_133,Right to Have the Use and Disclosure of Sensitive Personal Information Limited (“Right to Limit).,Description of Right to Limit use of PI
19956,DB_133,"The California Privacy Act entitles California residents to direct that a business that collects Sensitive Personal Information about the Consumer to limit its use of the Consumer’s Sensitive Personal Information to that use which is necessary to perform the services or provide the goods reasonably expected by an average Consumer who requests those goods or services, except that this Right to Limit is not applicable to certain such uses permitted by the California Privacy Act.",Description of Right to Limit use of PI
20011,DB_133,"Shared/Sold/Disclosed: Third Parties, including vehicle dealers, that can provide the Consumer with the products, services or information that the Consumer has requested; Other digital marketing services companies that purchase Consumer Requests from AutoWeb for sale, disclosure or transfer to such Third Party’s customers; Advertiser clients to assess the effectiveness of advertising campaigns we have provided for them; Third Party vendors and suppliers of products and services in which the Consumer has expressed an interest or about which a Consumer has requested information; Service Providers and Contractors; Third Parties that may wish to send the Consumer email, postal mail or SMS/text messages containing advertising or marketing materials regarding products or services that the Third Parties or their customers believe Consumers may find of interest.",Categories of Personal Information Sold
20019,DB_133,"Market products or services offered by Third Parties to Consumers, primarily vehicles and automotive-related products and services",Categories of Personal Information Sold
20035,DB_133,"Those Third Parties who receive your Personal Information prior to your opt-out will remain able to send you communications, subject to their privacy policies and practices.",Description of Right to Opt-out of sale of PI
20037,DB_133,"Consumers can opt out of delivery of interest-based advertising to the Consumer by multiple companies by visiting www.aboutads.info/choices, www.networkadvertising.org/managing/opt_out.asp and www.evidon.com.",Description of Right to Opt-out of sale of PI
20044,DB_133,"California residents who wish to request deletion of their Personal Information in compliance with the California Privacy Act should submit their requests as provided below under the section entitled “Submission of Requests To Exercise California Privacy Rights--Requests to Know, Requests to Delete and Requests to Correct” below.",Methods to exercise rights
20048,DB_133,"The California Privacy Act entitles California residents to direct that a business that collects Sensitive Personal Information about the Consumer to limit its use of the Consumer’s Sensitive Personal Information to that use which is necessary to perform the services or provide the goods reasonably expected by an average Consumer who requests those goods or services, except that this Right to Limit is not applicable to certain such uses permitted by the California Privacy Act",Description of Right to Limit use of PI
20053,DB_134,"As a general matter, we will not disclose any of the Personal Information you provide us through our Site to any third parties.",Categories of Personal Information Shared / Disclosed
20075,DB_134,You have the right to request that we delete the Personal Information we have about you.,Description of Right to Delete
20076,DB_134,"Please note that upon receipt of a valid request to delete from you, we will delete any Personal Information we have about you in our Licensed Data and in our Client Data.",Description of Right to Delete
20079,DB_134,You have the right to request that we correct inaccurate Personal Information.,Description of Right to Correct Information
20081,DB_134,You have the right to limit our use and disclosure of your Sensitive Personal information.,Description of Right to Limit use of PI
20082,DB_134,You also have the right not to be discriminated against for exercising any of the rights listed above.,Description of Right to Non-discrimination on exercising rights
20113,DB_134,How We Disclose Personal Information inConnection with the Services,Categories of Personal Information Shared / Disclosed
20130,DB_135,The categories of sources from which the personal information is collected.,Description of Right to Know PI Collected
20132,DB_135,The categories of third parties with whom the business shares personal information.,Description of Right to Know PI sold / shared
20150,DB_135,"Because we respect your right to privacy, you can choose not to allow some types of cookies.",Description of Right to Limit use of PI
20151,DB_135,Click on the different category headings to find out more and change our default settings.,Description of Right to Limit use of PI
20152,DB_135,"However, blocking some types of cookies may impact your experience of the site and the services we are able to offer.",Description of Right to Limit use of PI
20168,DB_135,Do we disclose any information to outside parties?,Description of Right to Know PI sold / shared
20174,DB_135,These cookies enable the website to provide enhanced functionality and personalisation,Description of Right to Know PI Collected
20208,DB_136,"If a user's personally identifiable information changes (such as your zip code), or if a user no longer desires our service, we will endeavor to provide a way to correct, update that user's personal data provided to us.",Description of Right to Correct Information
20212,DB_136,"In addition, the CCPA provides you the right to access and delete Personal Data for California residents",Description of Right to Delete
20224,DB_136,"If a user's personally identifiable information changes (such as your zip code), or if a user no longer desires our service, we will endeavor to provide a way to correct, update that user's personal data provided to us",Description of Right to Correct Information
20290,DB_137,The Tracking Technologies remember the websites you visit and that information is shared with other parties such as advertisers and/or publishers.,Categories of Personal Information Collected
20452,DB_138,"in case: (i) the personal data is no longer necessary in relation to the purposes for which it was collected or otherwise processed; (ii) the data subject withdraws consent to which the processing is based according to point (a) of Article 6(1) of the GDPR, or point (a) of Article 9(2) of the GDPR, and where there is no other legal ground for the processing; (iii) the data subject objects to the processing pursuant to Article 21(1) of the GDPR and there are no overriding legitimate grounds for the processing, or the data subject objects to the processing pursuant to Article 21(2) of the GDPR; (iv) the personal data have been unlawfully processed; (v) the personal data have been collected in relation to the offer of information society services referred to in Article 8(1) of the GDPR.",Description of Right to Delete
20455,DB_138,"(d) to request that company restrict the processing of your information in cases when: (i) the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data; (ii) the processing is unlawful and the data subject opposes the erasure of the personal data and requests instead the restriction of their use instead; (iii) the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defense of legal claims (iv) the data subject has objected to processing pursuant to Article 21(1) of the GDPR pending the verification whether the legitimate grounds of the controller override those of the data subject.",Description of Right to Limit use of PI
20458,DB_138,(f) to object to the processing of your information for certain purposes; and,Description of Right to Limit use of PI
20500,DB_138,"Penal Code § 1546 seq.).\nEngage in public or peer-reviewed scientific, historical, or statistical research in the public interest that adheres to all other applicable ethics and privacy laws, when the information’s deletion may likely render impossible or seriously impair the research’s achievement, if you previously provided informed consent.\nEnable solely internal uses that are reasonably aligned with consumer expectations based on your relationship with us.\nComply with a legal obligation.\nMake other internal and lawful uses of that information that are compatible with the context in which you provided it.",Description of Right to Delete
20546,DB_138,The above laws may not apply to each of you in each scenario and are supplied here for your reference.,Updated Privacy Policy
20549,DB_138,"We may also save your information to facilitate new product orders or process returns.\nTo provide, support, personalize, and develop our Websites, products, and services.\nTo create, maintain, customize, and secure your account with us.\nTo process your requests, purchases, transactions, and payments and prevent transactional fraud.\nTo provide you with support and to respond to your inquiries, including to investigate and address your concerns and monitor and improve our responses.\nTo personalize your Website experience and to deliver content and product and service offerings relevant to your interests, including targeted offers and ads through our Websites, third-party sites, and via email or text message (with your consent, where required by law).\nTo help maintain the safety, security, and integrity of our Websites, products and services, databases and other technology assets, and business.\nFor testing, research, analysis, and product development, including to develop and improve our Websites, products, and services.\nTo respond to law enforcement requests and as required by applicable law, court order, or governmental regulations.\nAs described to you when collecting your personal information or as otherwise set forth in the CCPA.\nTo evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of Media Direct, Inc.’s assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal information held by Media Direct, Inc. about our Website users is among the assets transferred.\n \n\nMedia Direct, Inc. will not collect additional categories of personal information or use the personal information we collected for materially different, unrelated, or incompatible purposes without providing you notice.",Categories of Personal Information Collected
20570,DB_138,"the recipients or categories of recipients to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organizations; (iv) where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period;",Description of Right to Know PI sold / shared
20576,DB_138,An employee of Digdev shall promptly ensure that the erasure request is complied with immediately,Description of Right to Delete
20585,DB_138,"If we sold or disclosed your personal information for a business purpose, two separate lists disclosing:\nsales, identifying the personal information categories that each category of recipient purchased; and\ndisclosures for a business purpose, identifying the personal information categories that each category of recipient obtained.",Description of Right to Know PI sold / shared
20590,DB_138,We mark it on our databases as “Do Not Share.”,Description of Right to Limit use of PI
20607,DB_139,"However, certain features of the Site may not work if you delete or disable cookies.\n\nWe use the following types of cookies:\n\nSession Cookies: Session cookies keep track of you or your information as you move from page to page within the Site and are typically deleted once you close your browser.",Categories of Personal Information Collected
20660,DB_139,Right to Opt-Out from the Sale of Personal Information\nYou have the right to direct us not to sell your Personal Information to Third Parties.,Description of Right to Opt-out of sale of PI
20664,DB_139,Right of Restriction\nYou have the right to request that we limit the use of your sensitive personal information.,Description of Right to Limit use of PI
20669,DB_139,Non-Discrimination Notice\nWe will not discriminate against any consumer for exercising their privacy rights under law or this Privacy Policy.,Description of Right to Non-discrimination on exercising rights
20670,DB_139,California “Do Not Track” Disclosure\nDo Not Track is a web browser privacy preference that causes the web browser to broadcast a signal to websites requesting that a user’s activity not be tracked.,Description of Right to Know PI Collected
20735,DB_139,Service our clients’ accounts;,Description of Right to Know PI Collected
20741,DB_139,"We may establish a relationship with other businesses to provide services to us which may include corporate affiliates (“Service Providers”), including for:",Description of Right to Know PI sold / shared
20744,DB_139,Business analytics (both marketing and non-marketing related);,Description of Right to Know PI sold / shared
20749,DB_139,We only provide our Service Providers with the information necessary for them to perform these services on our behalf.,Description of Right to Know PI sold / shared
20750,DB_139,Service Providers are prohibited from using Personal Information other than as specified by us.,Description of Right to Know PI sold / shared
20752,DB_139,We may share or sell your Personal Information with other companies who do not provide services to us (“Third Parties”) such as companies that market and/or sell products and services to consumers and/or businesses and the service providers for those companies.,Description of Right to Know PI sold / shared
20756,DB_139,PRIVACY POLICY CHANGES\nThis Privacy Policy is subject to change.,Updated Privacy Policy
20758,DB_139,Changes to this Privacy Policy will be posted on this Site and will be effective immediately upon posting,Updated Privacy Policy
20762,DB_139,You will be deemed to have been made aware of and have accepted the changes by your continued use of our Site or Services.,Updated Privacy Policy
20780,DB_139,"Generally, we retain Personal Information for approximately thirteen (13) months after our relationship with you has ended, but the term for which we retain your Personal Information may be longer or shorter.",Categories of Personal Information Collected
20781,DB_139,"Non-Discrimination Notice\nWe will not discriminate against any consumer for exercising their privacy rights under law or this Privacy Policy.\n\nFinancial Incentive Notice\nWe do not offer financial incentives, price differences, or service differences related to the collection, retention or sale of personal information.",Description of Right to Non-discrimination on exercising rights
20815,DB_140,Do Not Sell My Personal Information\nThe CCPA requires businesses to provide a web page where consumers can opt out of the “sale” of their Personal Information.,Description of Right to Opt-out of sale of PI
20817,DB_140,California Civil Code Section 1798.83\nCalifornia Civil Code Section 1798.83 permits California residents who have provided personal information to us to request certain information regarding our disclosure of such personal information to Third Party Companies for their marketing purposes.,Description of Right to Know PI sold / shared
20847,DB_140,"Right to Request Deletion of Personal Information\n\nYou have the right to request that we delete any of your Personal Information that we collected from you or is maintained by us, subject to certain exceptions, including if we need the Personal Information for a reason related to our business, such as:\n\nproviding services to you;\ndetecting and resolving issues related to security or functionality;\ncomplying with legal obligations;\nexercising free speech or ensuring another’s exercise of free speech; or\nusing the information for internal purposes that a consumer might reasonably expect;\nfulfilling an enforceable governmental request or otherwise conform with the requirements of law or legal process;\nprotecting or defending our legal rights or property, the Site, our employees or others;\nresponding to an investigation of fraud or illegal activity regarding a specific user of the Site, even without a subpoena, warrant or court order;\nwe are involved in a merger, acquisition, or the sale of all or a portion of our assets, but such Personally Identifiable Information will be governed by this Privacy Policy for California Residents unless you consent to a new Privacy Policy.\nAfter we receive and confirm your verifiable consumer request, we will delete your Personal Information from our records within the time period required by the CCPA, unless an exception applies.",Description of Right to Delete
20952,DB_140,"If we sold your Personal Information, or disclosed your Personal Information for a business purpose, two separate lists disclosing:\nSales, identifying the Personal Information categories that each category of recipient purchased; and\nDisclosures for a business purpose, identifying the Personal Information categories that each category of recipient obtained.",Description of Right to Know PI sold / shared
20953,DB_140,"Right to Request Deletion of Personal Information\nYou have the right to request that we delete any of your Personal Information that we collected from you or is maintained by us, subject to certain exceptions, including if we need the Personal Information for a reason related to our business, such as:\n\nproviding services to you;\ndetecting and resolving issues related to security or functionality;\ncomplying with legal obligations;\nexercising free speech or ensuring another’s exercise of free speech; or\nusing the information for internal purposes that a consumer might reasonably expect;\nfulfilling an enforceable governmental request or otherwise conform with the requirements of law or legal process;\nprotecting or defending our legal rights or property, the Site, our employees or others;\nresponding to an investigation of fraud or illegal activity regarding a specific user of the Site, even without a subpoena, warrant or court order;\nwe are involved in a merger, acquisition, or the sale of all or a portion of our assets, but such Personally Identifiable Information will be governed by this Privacy Policy for California Residents unless you consent to a new Privacy Policy.",Description of Right to Delete
20999,DB_141,"You have the right to know and see what data we have collected about you over the last 12 months preceding your request, including:\n\nCategories of personal information we have collected about you;\nCategories of sources from which the personal information is collected;\nBusiness or commercial purpose for collecting your personal information; and\nSpecific pieces of personal information we have collected about you.",Description of Right to Know PI Collected
21008,DB_141,You have the right to not be discriminated against for exercising any of the rights listed above.,Description of Right to Non-discrimination on exercising rights
21035,DB_141,"If you would like to opt-out of receiving promotional or marketing material from us in the future, please follow the opt-out instructions located at the bottom of each promotional or marketing email communication, or click here",Methods to exercise rights
21078,DB_141,"We share the information we collect on the Website with our vendors and service providers for the purpose of verifying data and where such access is incidental to their providing us services, such as phone number verification services and email service providers.",Categories of Personal Information Sold
21080,DB_141,"If we should ever file for bankruptcy or have our assets sold to or merged with another entity, information that we receive from you through this website may be treated as an asset of the Company and may be transferred to the fullest extent permitted by law.",Categories of Personal Information Sold
21089,DB_141,Code § 1798.83 permits customers of All Web Leads who are California residents to request certain information regarding and/or opt-out of our disclosure of personal information to third parties for their direct marketing purposes,Description of Right to Limit use of PI
21150,DB_142,"Last Modified: Jan 24, 2023",Updated Privacy Policy
21177,DB_142,"Right to nondiscrimination.\n\nWe do not deny, charge different prices for, or provide a different level of quality of goods or services if you choose to exercise these rights.",Description of Right to Non-discrimination on exercising rights
21189,DB_142,"We will then request certain information about you, including your device identifier (and we may request a screen shot of that identifier).",Methods to exercise rights
21191,DB_142,"Where you have requested that we delete personal information that we have collected from you, we will seek to confirm whether your request is for an “opt out” or a “deletion”: because “opt out” or “do not sell” rights enable us to maintain your information for “suppression” purposes – i.e., to prevent us from selling information about you in the future (which is what many consumers requesting “deletion” actually desire to occur), we try to explain this in order to ensure we are meeting consumers’ preferences.",Description of Right to Opt-out of sale of PI
21247,DB_143,There are numerous types of cookies:,Categories of Personal Information Collected
21254,DB_143,The right to be informed,Description of Right to Know PI Collected
21255,DB_143,The right of access,Description of Right to Know PI Collected
21256,DB_143,The right of rectification,Description of Right to Know PI Collected
21257,DB_143,The right to restrict processing,Description of Right to Know PI Collected
21260,DB_143,The right not to be subject to automated decision-making,Description of Right to Know PI Collected
21263,DB_143,"As we apply techniques such as data minimization (not processing more data than what is needed), we consider it would be against the spirit of the law to hold data allowing us to identify you in case you want to exercise your right to erasure",Description of Right to Delete
21272,DB_143,"Right to equal services and prices: The CCPA prohibits businesses from discriminating against consumers by denying goods or services, charging a different price or rate for goods or services, providing a different level or quality of goods or services, or suggesting that they will do any of these things based upon a consumer’s exercise of any CCPA rights.",Description of Right to Non-discrimination on exercising rights
