sentence_id,idea_id,central,size
2309,650,"A privacy policy sentence that explicitly states the purposes for which collected information is used directly informs users about the scope of data processing, thereby addressing the transparency requirement of the right to know about personal information collected.",2
23138,962,A sentence that explicitly states an individual's entitlement to have inaccurate personal data amended or rectified is categorized as a description of the right to correct information.,15
23200,1217,A sentence that explicitly grants users the ability to object to or opt out of a specified use of their personal data constitutes a description of a right to limit use of personal information.,12
23200,238,"A description of a right to limit use of personal information typically details the conditional or alternative handling of a request, making the consumer's control over data usage explicit.",5
23200,3703,Descriptions of legal or privacy rights often include legal-permission caveats and specific circumstantial examples to convey the full operational meaning of the right.,2
23201,1744,"A sentence that explains the practical consequences of exercising an opt-out choice, such as continuing to receive non-personalized content, is a description of the right to limit use of personal information.",2
23201,484,"An explanation that distinguishes between targeted and non-targeted advertising clarifies the practical outcome of the opt-out, which is essential guidance for exercising one's privacy rights.",2
23202,1123,"A sentence that articulates the scope or boundary of an opt-out mechanism, such as which specific devices or browsers it affects, serves to explain how a user can exercise control over their personal information, thereby describing the right to limit its use.",3
23202,1954,"A sentence that explicitly mentions the availability of 'choices' or 'options' regarding how personal information is used signals that the data subject retains control over the processing, which is a defining feature of a right to limit use of personal information.",2
23202,3059,"A statement detailing the operational limits of an opt-out choice informs the user of the precise parameters of their data restriction, which is a defining feature of describing how a right to limit personal information usage is applied.",3
23202,3096,A statement indicating that individuals can determine or impose limits on how their information is used or distributed reflects a privacy right that grants control over data utilization.,2
23204,1548,A sentence that enumerates personal data types in a structured list (using lettered or bulleted items) and directly follows language about what information was sold under a privacy statute is functioning as the disclosure of the categories sold.,2
23204,2473,"A sentence whose content consists solely of a list of data-category descriptors (identifiers, commercial information, geolocation data, inferences) is inherently about those categories, and the semantic role of the surrounding disclosure—selling data—determines that the list is specifically the categories sold.",2
23205,1868,A sentence that explicitly states that certain categories of personal information have been disclosed for business purposes directly matches a label denoting categories of personal information shared or disclosed.,5
23205,850,"When a sentence enumerates specific types of consumer data (e.g., identifiers, commercial information) while framing them as having been shared with third parties, it evidences a disclosure-of-categories classification.",3
23213,423,A label of 'Description of Right to Delete' applies when the text explains both that the right exists and the circumstances that qualify or restrict it.,6
23213,4302,"The inclusion of a qualifier such as 'subject to certain exceptions' indicates that the sentence is describing the scope and limitations of the right, not merely mentioning it.",7
23271,381,"When a heading explicitly names a type of information and uses the verb 'disclose', it signals that the subsequent content will enumerate the categories of that information's disclosure.",2
23271,7665,"When a sentence appears as a section title immediately before a structured list of data categories, the title inherits the semantic category of the list it organizes.",2
23276,8145,"When a sentence names a data type (e.g., 'geolocation data') that is commonly defined by a privacy statute like the CCPA, it is interpreted as belonging to the set of data categories that the statute governs under that heading.",2
23314,2341,"Sentences that instruct a reader on concrete, step-by-step actions (such as filing a specific request or ceasing certain behavior) to invoke a legal or privacy right are classified as methods for exercising that right.",3
23314,2701,"If a sentence explains the process by which an individual can invoke a privacy right, it is labeled as a method to exercise that right.",6
23314,434,A label indicating 'methods to exercise rights' applies when the sentence explicitly names the procedures or channels through which a user can act on an opt-out or deletion choice.,3
2336,7569,"When a sentence appears as a subsection label within a privacy-policy part that enumerates how collected data will be used, it functions as part of the description of the right to know the personal information collected and the reasons for its use.",2
23403,2293,"A statement that enumerates specific business transactions or events (e.g., merger, sale, reorganization) under which personal information would be passed to an outside party is appropriately labeled as referring to categories of shared or disclosed personal information, since it defines the conditions of data sharing.",2
23443,1572,"A sentence that enumerates specific contact methods (e.g., phone, email) for submitting a formal request is labeled as a method for exercising rights.",2
23476,1455,"A sentence that provides a concrete mechanism or channel for users to act on their data privacy preferences, such as a webpage or form, indicates methods to exercise rights.",2
23514,1549,"A sentence that enumerates specific prohibited acts of differential treatment (denying services, varying prices, or altering quality) characteristically serves as a description of a non-discrimination right.",11
23524,1381,Sentences that announce how future modifications to a policy will be communicated signal that the text belongs to an update or change-notification section.,4
23524,3093,"A statement indicating how future modifications to a policy will be communicated to users is characteristic of an updated privacy policy, as it addresses the revision process.",5
23524,3513,"Content that outlines notification procedures for significant changes directly addresses the process of revising a policy, which is the core of an update notice.",2
23540,1632,A sentence that specifies the various channels or sources through which personal information is gathered belongs to the category describing the categories or origins of collected data.,4
23559,5959,Statements that present the elements a consumer would need to understand how their personal information is gathered and used correspond to a description of the right to know collected personal information.,3
23560,825,A statement that explicitly grants a data subject the right to receive information about any sharing or selling of their personal information to third parties constitutes a description of the right to know about such transfers.,8
23562,786,A sentence that explicitly instructs or mandates the fixing of inaccuracies in information inherently describes the substantive content of a right to correct that information.,4
23586,5597,Sentences that enumerate the specific third-party sources or channels through which an organization obtains personal data are typically categorized under the types of information collected.,2
23586,879,When a sentence focuses on describing the breadth and nature of user data captured — such as online visits and device usage — it is providing categories of personal information rather than stating purposes or retention terms.,2
23593,1473,A sentence that discusses how long personal data is retained may be assigned to a category about collected information because retention periods are defined by the purposes for which the data was originally gathered.,2
23614,1460,"A sentence that instructs users on how to control their personal data through technical settings or tools (e.g., rejecting cookies, clearing storage) constitutes a method for exercising data privacy rights.",3
23614,3741,Descriptions of user-initiated actions to limit the collection or sharing of data qualify as methods to exercise privacy rights.,2
23653,1608,A sentence that enumerates specific types of technical or device-related data is classified as listing categories of personal information when it appears within a disclosure of what data the organization gathers.,5
23653,4375,"Information tied to a device's circumstances, such as where it is used, qualifies as personal information because it can be associated with an identifiable individual.",2
23653,7712,"When a sentence characterizes a dataset by naming its typical constituent elements, it informs data subjects about the categories of personal information that the controller gathers, fulfilling the purpose of a 'description of collected personal information'.",2
23730,2052,A sentence that explicitly promises not to treat a user differently in pricing or service terms based on their exercise of a data right is a direct articulation of a non-discrimination guarantee.,2
23730,6492,"The presence of a non-discrimination clause alongside disclosure and opt-out rights signals that the sentence is describing a privacy right granted by law, specifically the right to know about personal information that is sold or shared.",2
23733,165,"A sentence that explicitly describes how users will be informed of revisions to a policy indicates the policy is subject to change, which supports the 'Updated Privacy Policy' label.",26
23733,1800,"A sentence that explicitly states the policy may be modified and describes the mechanism for posting revised terms is classified as an update notice, because it directly addresses alterations to the document.",5
23791,4607,"When a sentence labels a type of disclosure as being for legal reasons, it signals that the disclosure is a recognized exception to prohibitions on selling or sharing PI, making it part of the comprehensive information consumers need about how their data is handled.",2
23791,5928,"When a statement explicitly enumerates the types of data involved (e.g., contact information, content interest, activity data, and any other information including Personal Data), it is functionally listing categories of personal information subject to sharing or disclosure.",6
23791,737,A sentence that enumerates specific circumstances or purposes under which personal data is shared with third parties directly supports labeling it as a category of information shared or disclosed.,9
23797,1869,A sentence that explicitly grants a consumer the right to request information about disclosures of personal information to third parties for marketing purposes falls under the category of describing a right to know about the sale or sharing of personal information.,7
23833,5232,Sentences formatted as declarative disclosures within a privacy-policy section that addresses selling or sharing of data are appropriately assigned to a category that itemizes categories of personal information sold.,2
23888,88,"When a privacy policy clause explicitly connects a type of transaction with the potential transfer of personal data, that clause belongs to a section categorizing the circumstances of information disclosure.",2
2393,2138,A sentence that explicitly states the purpose of describing what personal information is collected and from what sources directly serves the consumer's right to know about data collection practices.,2
2393,406,"A label concerning the categories of personal information collected applies to any sentence that identifies the kinds of personal data an organization handles, even when the sentence primarily describes an activity like inviting someone to research.",9
2394,1371,"In privacy policies subject to data-sale disclosure obligations, the 'categories sold' section commonly co-locates the types of personal data with the business purposes that justify their transfer, so a listing of such purposes embedded within a passage about being sold is treated as part of the categories-sold disclosure.",5
2394,2295,"The label for describing the right to know about personal information sold or shared applies when the sentence delineates categories of recipients and the business purposes behind the transfer, thereby enabling consumers to understand how their information is used outside the company.",6
2394,5220,"Privacy policies often express the right to know through section headings that explicitly mention disclosure and sale categories, so a heading following that pattern maps to this label.",2
23975,3123,"A statement that articulates a prohibition on using or disclosing personal information following the exercise of a user right, while acknowledging an exception for later consent, serves to describe that user's right to limit processing.",2
240,1926,A sentence that instructs users on specific actions to take to exercise their privacy rights is classified as describing methods to exercise rights.,11
2402,1644,A sentence that enumerates the specific categories of personal information sold or shared within a defined lookback period directly fulfills the disclosure requirement of the right to know about such transfers.,4
2402,1673,A sentence that explains a consumer's right to request details about the sale or disclosure of their personal information in the past 12 months falls under a description of the 'right to know' pertaining to sold or shared data.,2
24045,1519,A statement that appears within a section devoted to sales of personal information and that acknowledges the occurrence of sales is labeled under categories sold because the context signals that the disclosure pertains to the sale of consumer data.,4
24045,325,Disclosures covering both the purpose of a data transaction and the third-party categories involved are standard elements in explaining the scope of a consumer's right to know about sold or shared personal information.,8
24045,649,A sentence that specifies the applicable privacy policy for data collected by a third party through a company's interface directly addresses the consumer's right to know when their personal information is handled by other parties.,3
24064,852,"A sentence enumerating the categories of personal data collected, the sources of that data, the purposes of collection or sale, and the categories of third-party recipients describes the full scope of data practices, which is precisely the substance a right-to-know disclosure must communicate.",4
24087,2692,A sentence that provides concrete instructions or tools to stop data collection or processing is labeled as a method for exercising data protection rights.,2
24100,1051,"When a privacy notice pairs a list of information categories with a statutory cross-reference to a disclosure paragraph, the sentence functions as an operational description of the right to know what personal information is held.",3
24100,1622,"A sentence that enumerates the categories of sources from which personal information is gathered directly informs consumers of the origins of their data, thereby fulfilling the disclosure obligation associated with the right to know about collected information.",3
24100,3268,Statements that spell out the scope of information a consumer may request to learn about—such as categories collected and their sources—constitute the content of a right-to-know disclosure.,3
24100,4419,"Statements that detail the specific categories and pieces of personal information to be provided are characteristic of privacy notices that explain a consumer's right to know about collected, shared, or sold data.",9
24100,830,"A sentence detailing the categories of personal data that users can choose to expose or share publicly indicates disclosure categories, as it explicitly enumerates the data types involved.",3
24100,855,A sentence enumerating the specific types and origins of personal data that a data subject may request is characteristic of a disclosure of the scope of a privacy access right.,3
24103,1327,A sentence that provides a specific action or instruction for how an individual can exercise a data privacy right is classified as a method for exercising that right.,9
24130,570,"Statements clarifying that information comes from both direct user input and from external parties (partners, service providers, and affiliates) are typical of disclosures outlining the categories of collected personal data.",4
24130,868,"A sentence that explicitly enumerates the specific types of personal data (e.g., Identity Data, Contact Data) being conveyed to an external party identifies the categories of information disclosed.",6
24152,73,"A clause that establishes a procedure for future modifications, such as posting an updated version, directly signals an updated-policy statement.",3
24152,7300,"When a document contains multiple distinct policy sections and a sentence employs generic terminology like 'updated Notice' rather than a specific named policy, that sentence still expresses the same functional commitment to post changes, which is characteristically labeled as an updated-policy statement.",2
24152,873,A sentence that explicitly states a policy will be revised and a new version will be made available indicates that the policy is subject to updates.,10
24225,5239,Privacy statements that include concrete use-case examples of data processing serve to clarify the categories of personal information that an organization collects.,2
24272,761,A sentence that states an explicit effective or revision date using a phrase like 'Last updated' serves as the official marker of a policy's most recent modification.,13
24332,1317,A sentence that describes a concrete action a user can take to exercise a privacy right—such as using a specific control or mechanism—is classified as a method to exercise rights.,3
24332,2770,"A sentence that specifies a concrete communication channel (e.g., email, phone, or online form) for initiating a rights request constitutes a method to exercise rights because it provides actionable instructions to the user.",3
2436,2067,A sentence that explicitly references the purposes for which personal information was shared directly addresses the scope of a disclosure about the sale or sharing of that information.,2
2436,236,A sentence that articulates a statutory or regulatory right for individuals to obtain details about the disclosure of their personal information to third parties constitutes a description of a right to know about such sharing or selling.,21
24400,1234,"A sentence that combines a recipient category (e.g., internet service providers) with an explicit breakdown of shared data fields is characteristic of a disclosure notice for personal information categories.",4
24402,875,A sentence that explicitly identifies the type or nature of personal information being transferred (such as 'marketing information') serves as a disclosure of the category of personal information that is sold.,5
24411,1109,A sentence that states a right has limitations or exceptions is still a description of that right because it qualifies the scope of the right.,11
24411,1290,A sentence that explicitly names a specific data privacy right and explains who holds that right is classified as a description of that right.,22
24411,8392,"When a sentence uses the formula 'You have the right to [action]' for a specific data privacy right, it functions as a declarative description of that right.",2
24435,806,A sentence that mentions a general business purpose for data processing can be labeled as a category of personal information sold if it is grouped with other sentences that explicitly discuss selling or transferring personal information.,3
24447,1253,"A sentence that connects a specific data practice to a statutory definition of 'sale' or 'sharing', such as the CCPA, is directly addressing the conditions under which personal information categories are sold or shared.",2
24447,314,"A disclosure that explains future or contingent sharing of personal information with outside parties for transaction completion falls under sold categories, as it reflects a potential commercial transfer of data.",3
24449,1581,"Sentences that explicitly enumerate specific categories of personal information (such as identifiers, financial details, and network activity data) are commonly categorized as describing the categories of personal information involved in a sale.",2
24488,853,"A sentence enumerating the categories of recipients of sold personal information falls under the umbrella of the consumer's right to know, because that right encompasses disclosures about data sharing and sales.",2
24499,3544,Mentioning specific communication channels for notifying users of changes indicates a notification mechanism within an amended privacy policy.,3
245,5760,"When a policy document includes a section about how changes are posted and refers to a version date, a sentence providing that exact date functions as the formal notification of an update.",3
245,761,A sentence that states an explicit effective or revision date using a phrase like 'Last updated' serves as the official marker of a policy's most recent modification.,13
24528,473,"A sentence that specifies an explicit effective date is commonly used to signal that a policy has been updated, as the date marks the start of the new terms.",15
24541,797,A sentence that enumerates distinct types of external parties or circumstances under which personal data is transferred is classified as describing categories of sharing or disclosure.,9
24541,8440,"When a statement describes the potential recipients of data (e.g., third parties) and the nature of the data involved, it directly addresses the scope of information sharing, which aligns with labeling categories of personal information shared or disclosed.",5
24551,168,A sentence that explicitly states a commitment to not discriminate on the basis of exercising legal rights directly describes the right to non-discrimination.,4
24600,4732,"Language that obligates the organization to respond to privacy complaints or data-use issues signals an operational mechanism for users to raise requests, thereby qualifying as a rights-exercise method.",2
2463,1290,A sentence that explicitly names a specific data privacy right and explains who holds that right is classified as a description of that right.,22
2463,941,"A sentence is classified as a description of a right when it predigests the right's core meaning (that consumers may correct incorrect data) rather than providing an example, condition, or exception.",2
2464,382,"A heading that explicitly names a right using terminology that mirrors the action restricted in the accompanying text (e.g., limiting use or disclosure) constitutes a description of that right.",3
24645,1862,"A sentence that explicitly enumerates specific data types—even by disclaiming their collection—functions to delineate the scope of personal information addressed in a policy, thereby fitting under a heading that catalogs data categories.",2
2470,1880,"When a sentence instructs the consumer on how to initiate an action—like calling or visiting a portal—and ties that action to exercising a right, it is labeled 'Methods to exercise rights' since it describes the process rather than merely stating the right itself.",2
2470,2703,When a sentence focuses on the procedural channels or steps for acting on a legal or privacy right—rather than on defining the right or its scope—the appropriate label is the one indicating the process for exercising that right.,2
24766,2885,"A sentence that tells the user how to initiate a request, such as by calling and stating intent, falls under the category of methods to exercise rights.",3
24768,1436,A sentence that explicitly affirms the user's ability to make a choice regarding the sale of their personal information is a description of the right to opt out.,24
24768,4638,"Language indicating that an opt-out can be exercised 'at any time' emphasizes the ongoing nature of the right, which is a core element of its description.",3
24782,325,Disclosures covering both the purpose of a data transaction and the third-party categories involved are standard elements in explaining the scope of a consumer's right to know about sold or shared personal information.,8
24782,5231,"When a privacy policy separately admits to having sold personal information, a sentence enumerating the business purposes for which data is handled is interpreted as delineating the scope and categories of information that the sale covers.",2
24785,1519,A statement that appears within a section devoted to sales of personal information and that acknowledges the occurrence of sales is labeled under categories sold because the context signals that the disclosure pertains to the sale of consumer data.,4
24785,1822,A sentence that explicitly states that certain categories of personal information were sold within a stated lookback period is classified as disclosing the categories of personal information sold.,3
24840,1150,A sentence that explicitly names a consumer privacy right in its heading and then elaborates on what that right allows the consumer to do is classified as a description of that right.,41
24840,7152,The use of the phrase 'right not to receive discriminatory treatment' directly signals a non-discrimination right.,3
24938,1434,A sentence that names a specific right and is immediately followed by an explanation of that right functions as a description of the right.,4
24938,1964,A sentence that names a specific consumer right and then states that the individual may have that right serves to describe the right rather than to impose an obligation.,2
24938,5106,The phrasing 'You may have the right to request' signals that the statement is articulating a user-facing right rather than a business obligation or procedural detail.,6
24969,1248,"When a sentence discusses user-controlled settings or preferences that limit data sharing or tracking, it functions as an explanation of how an individual can exercise an opt-out right.",2
24969,3564,Descriptions of user options to disable or restrict tracking technologies like cookies directly address the types of personal information gathered through those mechanisms.,2
24975,1522,"A sentence that enumerates the types of third-party recipients (e.g., marketing, advertising, payment providers) with whom information is shared, when appearing in a disclosure about sales, serves to specify the categories of personal information that may be sold.",6
24975,1934,"When the recipient types named alongside the enumerated categories overlap with those identified in a document's explicit statement that specified categories may be sold or shared, the sentence is understood to disclose categories sold.",3
24975,2434,A sentence that lists data categories immediately after naming a recipient or context tied to a monetary exchange indicates the types of personal information subject to sale.,2
25,1096,"A sentence that appears as a standalone heading in a privacy policy and names a specific jurisdiction's privacy rights signals that the following content will enumerate those statutory entitlements, so the heading is labeled according to the first or primary right described, such as the right to know what personal information is collected.",2
25,2612,A sentence that pairs a plain-language summary of a privacy right with its formally recognized legal term is functioning as a definitional description of that right.,2
25007,6492,"The presence of a non-discrimination clause alongside disclosure and opt-out rights signals that the sentence is describing a privacy right granted by law, specifically the right to know about personal information that is sold or shared.",2
25008,196,"A description of a consumer data right often includes the limitations and conditions under which that right can be exercised, such as special handling for particular data categories.",3
25008,2378,A sentence that introduces a right by its common heading and then elaborates on its conditions or scope is characteristically a description of that right.,2
25008,5106,The phrasing 'You may have the right to request' signals that the statement is articulating a user-facing right rather than a business obligation or procedural detail.,6
25060,2051,A statement that explicitly commits to not penalizing or treating differently a consumer for asserting privacy rights is a direct articulation of a non-discrimination right.,3
25060,226,An assurance that exercising a right will not lead to adverse consequences is a standard way of describing a safeguard against retaliation or unequal treatment.,2
25060,8383,"When a statement uses prohibitive language such as 'will not' to guarantee equal treatment, it is characterizing a legal protection afforded to rights-holders.",3
25097,1581,"Sentences that explicitly enumerate specific categories of personal information (such as identifiers, financial details, and network activity data) are commonly categorized as describing the categories of personal information involved in a sale.",2
25097,4030,"If a document presents a list of categories of personal information that are sold, any sentence detailing a particular type of collected data within that list should carry the label of the corresponding sold category.",2
25149,2461,"When a label concerns the right to know about personal information sold or shared, the associated sentence often announces the forthcoming categories of both business purposes and types of third parties, thereby framing the scope of that right.",2
25150,1512,A sentence that enumerates the specific disclosures a consumer may request—such as business purposes for collection or sale and categories of third parties receiving data—functions as a description of the right to know about those sales or shares.,4
25150,3274,Statements that outline a statutory mechanism for consumers to inquire about a company's disclosure of personal data to external companies for commercial or promotional reasons indicate the label for a right to know about personal information being sold or shared.,3
25150,7279,"When a disclosure text pairs the business purpose behind collecting or sharing personal information with the categories of recipients, it signals that the sentence is informing consumers of what they can learn about how their data is sold or shared.",2
25152,3102,"A statement that refers to 'personal information we have collected about you' and promises to hand over the exact items pinpoints the substance of a data subject's right to know, rather than describing purposes, sources, or sharing.",2
25310,1646,"A sentence that enumerates the specific types of information a data subject can request about their personal data—such as categories, purposes, and sources—functions as a description of a right to know.",2
25310,274,"A description that lists categories, business purposes, and sources of personal data is characteristic of transparency-oriented disclosures that define a right-to-know right.",4
25310,4585,The presence of the phrase 'you have the right to request' signals a declarative articulation of a statutory consumer privilege rather than a procedural or exceptional detail.,13
25311,1511,A sentence that identifies a third-party recipient and then enumerates the types of user data that may be provided to that recipient is describing categories of personal information that are shared or disclosed.,11
25311,1521,"A sentence that enumerates the categories of third parties receiving personal information for a business purpose directly addresses the consumer's right to know about the sharing of personal information, as it specifies the recipients of data transfers.",15
25311,330,"Statements describing how data collected by an external party is subject to a separate privacy policy are typical of a disclosure that personal information may be sold or shared with third parties, as they clarify the division of responsibility for the user's data.",4
25311,428,"The label 'Description of Right to Know PI sold / shared' applies to sentences that articulate the circumstances under which personal information is collected and used, including the legal justifications that permit such sharing.",11
25311,5805,"When a privacy notice names the classes of entities that may receive personal information, it fulfills the regulatory requirement to describe data sharing arrangements clearly.",2
25311,6470,"Using the phrase 'categories of third parties' signals that the statement is disclosing the recipients of personal information, which is a core element of transparency obligations regarding data sharing and selling.",4
25312,1555,"A sentence that enumerates the business or commercial purposes for which personal data is collected is typically classified as part of a disclosure addressing the consumer's right to know about the collection, use, sale, or sharing of their information.",3
25312,5235,"Privacy regulations (e.g., CCPA/CPRA) define rights by pairing 'the right to know' with a specific data activity, so a sentence enumerating what data is gathered constitutes a description of that right's scope.",2
25318,1795,"A sentence that explicitly states the policy may be revised in the future signals that the policy is subject to updates, warranting an 'Updated Privacy Policy' label.",5
25318,5432,"Sentences containing phrases like 'from time to time' and 'latest information' explicitly signal that the policy is subject to ongoing revision, which categorizes them under an update notice.",2
25370,300,Any statement that names recipients of personal data and the conditions under which their own privacy policies apply constitutes a disclosure of personal information categories.,9
25370,737,A sentence that enumerates specific circumstances or purposes under which personal data is shared with third parties directly supports labeling it as a category of information shared or disclosed.,9
25396,426,A sentence that explicitly states a user can request to limit or restrict the use or disclosure of their personal information is classified as a description of a right to limit use.,9
25396,6348,"The presence of 'sensitive personal information' links the statement to privacy regulations that grant specific rights to limit processing, making it a description of such a right.",2
25439,551,A sentence that explicitly states that an individual may request correction of inaccurate data directly describes the right to correct information.,27
25441,259,A sentence that explicitly states a user may request deletion of their personal data is classified as a description of the right to delete.,31
25441,4302,"The inclusion of a qualifier such as 'subject to certain exceptions' indicates that the sentence is describing the scope and limitations of the right, not merely mentioning it.",7
25441,4814,"The use of the term 'Personal Data' places the sentence within a data protection context, where describing deletion rights is a common disclosure requirement.",4
25441,6476,"When a sentence frames an action as a user-initiated request ('you can request') for personal information already collected, it signals a description of a privacy right rather than a statement of operational practice.",3
25487,1328,Text stating that an individual may require an organization to fix incomplete or inaccurate personal data is a prototypical expression of the right to correct information.,3
25487,2058,"A sentence that explicitly references a right to request correction and then qualifies it with legal limitations is describing that right, even when the qualification narrows its scope.",2
25488,1044,A sentence stating that a consumer 'may request that a business stop selling' personal information unambiguously conveys the right to opt out of the sale of personal information.,4
25488,2346,Sentences that frame a disclosure of selling data as being subject to a user's ability to refuse or stop those sales are indicative of a description of the opt-out right.,3
25492,2703,When a sentence focuses on the procedural channels or steps for acting on a legal or privacy right—rather than on defining the right or its scope—the appropriate label is the one indicating the process for exercising that right.,2
25494,4884,"Mentioning a specific privacy law (e.g., CCPA/CPRA) signals that the sentence is defining a legal right rather than a policy or procedure.",2
25494,5186,Presenting a consumer entitlement in the form of the consumer's own authority over a business ('you have the right to direct us to not...') is a hallmark of an explanatory description of that right.,2
25495,1811,A sentence that explicitly states a prohibition against discrimination for exercising legal rights directly describes the right to non-discrimination.,23
25558,1871,A sentence that explicitly references the disclosure of enumerated categories of personal information and directs readers to a specific section for that information is classified under the label for categories of personal information shared or disclosed.,3
25561,1762,"A sentence that prescribes a specific procedure or channel (e.g., a form, email, or portal) for taking an action classified as a privacy right falls under the label for methods of exercising that right.",3
25602,1397,"The presence of terms such as 'sale' or 'transfer' in a corporate transaction context implies that personal information is among the assets that may be exchanged, making the sentence relevant to a disclosure about sold personal information categories.",3
25602,306,"When a disclosure indicates that personal information will be shared during a major business restructuring or sale of assets, it implies that those categories of information may be sold, because the information itself is part of the transactional consideration.",4
25602,433,"The label 'Categories of Personal Information Sold' applies to sentences that enumerate distinct types of personal data a business may handle, regardless of whether the sentence explicitly mentions selling, because the label classifies the data type itself.",12
25611,1671,"A sentence that explains a consequence or limitation of exercising a deletion right—such as losing access to services—constitutes a description of that right, because it informs the data subject of what will happen upon their request.",2
25611,59,"A clause that connects a user's deletion request to a specific outcome serves to explain the deletion right within a privacy policy, making it a legitimate component of the right's description.",2
25614,952,"A sentence is labeled as a method for exercising rights when it specifies concrete procedural actions, such as submitting a form or contacting a designated address, that a user must take to invoke a privacy right.",5
25626,1559,"A sentence that explicitly lists distinct types of recipients (such as service providers, affiliates, and business partners) and states that personal information may be shared with them is classifying the categories of information disclosure.",7
25626,821,"A sentence describing the transfer of personal information to a successor entity during a merger, acquisition, or sale of assets is classified under categories of personal information sold because such corporate transactions are treated as a commercial transfer or disclosure of personal data.",11
25711,1951,"Sentences that specify disclosure to governmental or regulatory bodies establish an additional category of external recipients, thereby expanding the documented scope of who personal data is shared with.",2
25711,294,"When a sentence states a condition under which personal data may be transferred to a third party, it is appropriately labeled as a category of information disclosure.",6
25711,4923,"Mentioning disclosures for legal compliance, harm prevention, or fraud investigation describes purposes that trigger data transfers, which is characteristic of a shared/disclosed information category.",2
25717,1106,A sentence that describes the use of tracking technologies that gather data about a user's online behavior and preferences is classified as detailing the categories of personal information collected.,7
25717,3678,Descriptions of cookies that detail what user data they enable or gather are treated as categories within an inventory of personal information.,3
25729,3332,A statement that specifies where policy changes will be posted and how the date of the latest revision will be indicated signals an ongoing policy-update process.,2
25729,730,"Language describing repeated future updates and their corresponding public announcements reflects a policy that is designed to be continuously revised, which is characteristic of an updated privacy policy clause.",3
25731,2140,A sentence that grants users the ability to request corrections by reporting inaccuracies in their data describes a right to rectify personal information.,3
25731,551,A sentence that explicitly states that an individual may request correction of inaccurate data directly describes the right to correct information.,27
25731,5895,Statements that outline a procedure for users to request amendments to their stored information are classified as descriptions of the correction right.,2
25737,1865,"A sentence that explicitly enumerates specific types of personal data (such as names, emails, device identifiers, and cookies) and pairs them with a stated commercial purpose (like targeted advertising) serves to define the categories of information that may be collected and potentially shared with third parties.",2
25779,165,"A sentence that explicitly describes how users will be informed of revisions to a policy indicates the policy is subject to change, which supports the 'Updated Privacy Policy' label.",26
25779,4570,"Language describing the process for announcing or documenting changes to a policy—such as noting them on a designated page—signals a commitment to transparency about revisions, a hallmark of an updated privacy notice.",3
25779,5549,Sentences that describe notification duties following a policy revision are representative of updated privacy policy content.,4
25817,260,"Text that lists lawful justifications for retaining personal data—such as legal obligations, research, or compatible internal uses—functions to define when the right to delete does not apply, thereby describing that right.",3
25817,580,"Sentences that provide reasons for refusing a deletion request are part of the description of the right to delete, as they outline the limitations on that right.",10
25834,1443,A sentence that grants individuals the ability to request corrections to their stored data is categorized as a description of a right to correct information.,9
25834,3932,"Explicitly enumerating the categories of data that can be changed (e.g., contact or financial details) signals that the sentence defines the scope of a correction right.",2
25880,1722,A sentence that explains the concrete steps a company will take to fulfill a consumer's request serves to describe the corresponding privacy right.,2
25880,3645,"Phrasing that specifies a standard of effort, such as 'commercially reasonable efforts,' indicates that the sentence is explaining how the right to correction is fulfilled rather than merely asserting its existence.",2
25880,945,A sentence that outlines the procedural steps taken to fulfill a consumer's request is a description of the corresponding right.,2
25891,1521,"A sentence that enumerates the categories of third parties receiving personal information for a business purpose directly addresses the consumer's right to know about the sharing of personal information, as it specifies the recipients of data transfers.",15
25891,2295,"The label for describing the right to know about personal information sold or shared applies when the sentence delineates categories of recipients and the business purposes behind the transfer, thereby enabling consumers to understand how their information is used outside the company.",6
25891,26,"In a privacy disclosure, a clause that lists the types of external parties to whom personal information is disclosed for operational reasons is a necessary part of informing consumers about data sharing, which falls under the right-to-know label.",3
